générosité,positive
distinction,positive
ignorance,negative
aider,positive
décadence,negative
furieusement,negative
intelligent,positive
secousse,negative
implacable,negative
distinctif,positive
siffler,negative
marcher,positive
porté,negative
horrible,negative
profonde,positive
discuter,negative
prestige,positive
deviner,positive
pleine,positive
immense,positive
étonnant,positive
dément,negative
injuste,negative
vanter,negative
magnifique,positive
joie,positive
punir,negative
rapidement,positive
affable,positive
avantageux,positive
ride,negative
censure,negative
étouffer,negative
offenser,negative
trivial,negative
illégitime,negative
tué,negative
chargé,negative
grief,negative
tumulte,negative
antre,negative
clé,negative
fidélité,positive
adore,positive
délivrer,negative
errer,negative
nulle,negative
sensé,positive
progrès,positive
délicieuse,positive
sordide,negative
particulière,negative
atroce,negative
déplaisir,negative
consolation,positive
haïr,negative
amusement,positive
poursuivre,negative
vomir,negative
confuse,negative
bénéfice,positive
infernal,negative
magie,positive
railler,negative
modestie,positive
offre,positive
adorer,positive
penchant,positive
calme,positive
étrangler,negative
aurore,positive
mûre,positive
recommander,positive
flamme,negative
impur,negative
purifier,positive
choquer,negative
encourager,positive
despote,negative
présage,positive
excessivement,negative
tracer,negative
enrichir,positive
puissant,positive
prompt,positive
chéri,positive
convenable,positive
quartier,negative
adroit,positive
vengeur,negative
sucer,negative
permanent,positive
spirituelle,positive
refusant,negative
gracieusement,positive
prémédité,negative
chaos,negative
ferveur,positive
séjourner,negative
insuffisant,negative
